Web Threads / DB Pool,9,12,14,15,18,22,24,27,30,36,38,45,54
6,3920.52,3885.45,N/A,3860.03,3859.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,N/A,N/A,4353.27,N/A,4133.35,4059.52,N/A,4014.42,N/A,N/A,N/A,N/A,N/A
12,N/A,N/A,N/A,N/A,4018.88,N/A,4036.45,N/A,4271.44,4042.07,N/A,N/A,N/A
15,N/A,N/A,N/A,N/A,N/A,3712.52,N/A,N/A,3889.35,N/A,3907.37,4041.05,N/A
18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3980.24,N/A,3988.53,N/A,3851.77,3613.29
